length,emoji_count,hashtag_count,exclamation_count,question_count,capitalized_word_count,sentence_count,avg_word_length,verb_count,noun_count,adjective_count,entity_count,has_numerical_list,word_count,buzzword_count,buzzword_ratio,humble_brag_count,personal_pronouns,motivation_score,excessive_punctuation,has_call_to_action,starts_with_number,contains_money_reference,sentiment_polarity,sentiment_subjectivity,is_extemely_positive,cringe_score
516,1,0,0,1,0,4,4.847058823529411,7,27,13,6,0,95,0,0.0,0,0,0,0,0,0,1,-0.09545454545454546,0.5045454545454546,0,29
418,0,0,0,0,0,4,5.807017543859649,8,15,9,10,0,68,0,0.0,0,2,0,0,0,0,1,0.29230769230769227,0.4346153846153846,0,9
1176,0,0,0,1,1,10,4.289719626168225,35,46,8,10,0,232,0,0.0,0,9,1,0,1,0,1,0.11363636363636363,0.43030303030303024,0,15
574,0,0,2,1,0,14,4.604395604395604,19,28,9,6,0,118,0,0.0,0,0,0,0,0,0,1,0.35370370370370374,0.5703703703703703,0,61
1982,1,0,6,1,2,33,4.227528089887641,51,94,29,18,0,415,0,0.0,0,10,0,0,1,0,1,0.2171625344352617,0.5650673400673402,0,8
674,2,0,1,1,0,16,4.601851851851852,22,26,4,5,0,138,0,0.0,0,3,0,0,1,0,1,0.7999999999999999,0.6833333333333332,0,7
332,1,0,0,0,0,8,4.365384615384615,6,17,2,6,0,73,0,0.0,0,3,0,0,1,0,1,0.36818181818181817,0.7272727272727273,0,5
1246,1,0,0,1,0,24,3.944700460829493,25,53,11,22,0,278,0,0.0,0,5,0,0,1,1,1,0.13944444444444445,0.44361111111111107,0,5
319,3,0,0,0,0,5,4.428571428571429,11,6,5,6,0,65,0,0.0,0,1,0,0,1,0,1,0.16666666666666663,0.6666666666666666,0,9
677,1,0,1,0,1,17,4.25,17,38,11,3,0,148,0,0.0,0,0,0,0,1,0,1,0.1495833333333333,0.41933862433862434,0,0
697,2,0,1,0,0,8,4.1,14,31,8,6,0,147,0,0.0,0,3,0,0,0,0,1,-0.06984126984126984,0.4931216931216931,0,1043
622,1,0,0,0,0,12,4.060344827586207,15,28,8,0,0,133,0,0.0,1,2,0,0,1,0,0,-0.034999999999999996,0.7250000000000001,0,1
1459,1,0,4,1,0,25,4.442687747035573,52,48,13,14,0,293,0,0.0,0,10,0,0,1,0,1,0.009934413580246909,0.3882716049382716,0,7
1107,1,0,0,1,0,14,4.380710659898477,36,34,13,2,0,219,0,0.0,0,1,0,0,1,0,1,0.02738413547237076,0.38464052287581696,0,7
1358,1,0,0,5,2,20,4.242914979757085,35,41,21,4,0,278,0,0.0,0,11,0,0,1,0,1,0.2180776014109347,0.5582010582010581,0,18
728,0,0,0,0,0,6,4.595238095238095,14,39,11,5,0,136,0,0.0,0,6,0,0,1,0,1,0.225,0.30500000000000005,0,6
335,1,0,1,2,0,11,3.6721311475409837,8,19,2,2,0,76,0,0.0,0,1,0,0,1,0,1,0.08703703703703704,0.5185185185185185,0,23
1806,1,0,1,9,0,24,4.6843853820598005,59,68,21,6,0,339,0,0.0,1,12,0,0,1,0,1,0.1307429130009775,0.44530791788856317,0,76
1386,1,0,4,1,0,25,2.8588957055214723,36,71,15,26,0,384,1,0.0026041666666666665,0,6,0,0,1,1,1,-0.03233901515151515,0.5035353535353534,0,4
118,0,0,0,0,0,1,4.722222222222222,3,4,3,3,0,22,0,0.0,0,0,0,0,0,0,1,0.5,0.3222222222222222,0,14
1108,1,0,0,1,0,26,4.868571428571428,35,43,14,4,0,210,0,0.0,0,8,0,0,1,0,1,-0.16550802139037432,0.44144385026737976,0,9
495,1,0,0,1,0,11,4.074074074074074,13,23,5,12,0,113,0,0.0,0,5,0,0,1,1,1,-0.11590909090909088,0.7803030303030303,0,2
242,0,0,0,0,0,6,4.15,11,10,1,2,0,49,0,0.0,0,0,0,0,1,0,1,0.5,0.5,0,5
1230,1,0,0,2,0,21,4.298165137614679,35,51,12,6,0,251,0,0.0,0,14,1,0,1,0,1,0.056060606060606054,0.4656986531986531,0,72
543,2,0,1,0,0,8,4.443181818181818,14,24,9,4,0,109,0,0.0,0,1,0,0,1,1,1,0.22916666666666666,0.42333333333333334,0,4
719,1,0,0,1,0,13,4.206611570247934,27,18,8,9,0,157,0,0.0,1,7,0,0,1,0,1,0.04814814814814815,0.43333333333333335,0,1
1071,2,0,1,3,0,21,4.370967741935484,41,41,10,5,0,217,0,0.0,0,5,0,0,1,0,1,0.07421874999999999,0.3677083333333333,0,1
762,1,0,0,1,0,11,4.983471074380165,16,32,9,5,0,139,0,0.0,0,2,0,0,1,0,1,0.2696969696969697,0.40606060606060607,0,235
1105,1,0,3,4,1,32,3.6728971962616823,28,53,7,17,0,265,0,0.0,0,10,0,0,0,0,1,0.04224878656696838,0.5149875377148104,0,28
432,1,0,1,1,0,5,5.080645161290323,10,23,7,4,0,84,0,0.0,0,1,0,0,1,0,1,0.034722222222222224,0.34861111111111115,0,3
249,0,0,2,0,1,5,3.9285714285714284,8,16,1,7,0,62,0,0.0,0,1,0,0,0,0,1,0.3666666666666667,0.5666666666666667,0,84
315,1,0,3,1,0,13,3.641509433962264,4,10,1,10,0,85,0,0.0,0,1,0,0,1,0,1,0.0,0.0,0,9
924,3,0,0,0,0,14,4.603896103896104,32,27,16,6,0,180,0,0.0,0,5,0,0,1,0,1,0.2776315789473684,0.4960526315789473,0,0
921,2,0,1,1,1,13,4.642384105960265,31,34,14,9,0,180,0,0.0,0,4,0,0,1,0,1,0.24072916666666672,0.5066666666666666,0,50
611,1,0,0,0,0,2,4.462962962962963,12,36,3,10,0,117,0,0.0,0,3,0,0,1,1,1,0.23666666666666666,0.3833333333333334,0,6
503,0,0,1,1,0,11,3.6458333333333335,12,21,5,10,0,121,0,0.0,0,3,0,0,1,1,1,0.17199074074074075,0.44481481481481483,0,7
1170,2,0,3,1,0,18,4.72020725388601,27,54,13,11,0,224,0,0.0,0,5,0,0,1,0,1,-0.01285342261904761,0.4348214285714285,0,151
572,1,0,0,0,0,2,4.233644859813084,15,30,6,2,0,112,0,0.0,0,4,0,0,1,0,1,0.3222222222222222,0.4777777777777778,0,576
839,0,0,0,0,0,11,4.121794871794871,26,28,8,4,0,176,0,0.0,0,2,0,0,1,0,1,-0.06538461538461539,0.6615384615384615,0,21
497,2,0,1,0,0,9,3.9146341463414633,13,24,2,12,0,117,0,0.0,0,4,0,0,1,1,1,0.36818181818181817,0.7272727272727273,0,12
338,2,0,3,0,0,11,3.6206896551724137,4,15,2,13,0,90,0,0.0,0,5,0,0,1,1,1,0.875,0.875,0,326
97,2,0,0,0,0,1,7.2727272727272725,3,6,0,1,0,14,0,0.0,0,0,0,0,0,0,1,0.0,0.0,0,19
513,0,0,0,0,0,8,4.8625,6,26,7,12,0,98,0,0.0,0,2,0,0,1,0,1,-0.15,0.24583333333333335,0,10
259,1,0,0,1,0,5,5.078947368421052,6,10,6,2,0,48,0,0.0,0,1,0,0,1,0,1,0.15,0.3,0,157
490,0,0,0,2,0,4,3.956989247311828,14,18,7,5,0,102,0,0.0,0,2,0,0,1,0,1,0.14220779220779223,0.5202380952380953,0,7
1596,0,0,0,2,0,16,4.671586715867159,30,74,25,5,0,299,0,0.0,0,21,0,0,0,0,1,0.07489759344598053,0.45375064004096266,0,4
558,1,0,0,1,0,6,4.920454545454546,13,28,7,3,0,101,0,0.0,0,1,0,0,1,0,1,0.025000000000000005,0.425,0,5
552,1,0,0,0,0,10,3.55,12,22,6,14,0,140,0,0.0,0,5,0,0,0,0,1,0.17483766233766235,0.49988095238095237,0,690
2069,1,0,1,0,0,28,4.478753541076487,52,117,40,23,0,410,0,0.0,0,0,0,0,1,0,1,0.21677020202020197,0.45997222222222234,0,2
904,3,0,1,2,0,23,3.808139534883721,31,29,15,5,0,209,0,0.0,0,2,0,0,1,0,1,0.04750000000000002,0.6766666666666666,0,6
479,1,0,2,1,0,8,4.766233766233766,11,18,4,2,0,93,0,0.0,0,3,0,0,1,0,1,-0.0890625,0.8125,0,6
845,1,0,1,1,0,9,3.2662721893491122,19,52,10,11,0,212,0,0.0,0,6,0,0,1,1,1,0.27037037037037037,0.39722222222222225,0,3
439,2,0,1,0,0,13,4.094594594594595,11,12,3,2,0,102,0,0.0,0,2,0,0,1,0,1,1.0,0.75,1,4
307,1,0,0,0,0,7,4.132075471698113,6,14,2,4,0,69,0,0.0,0,4,0,0,1,0,1,0.5121212121212121,0.6181818181818182,0,12
1144,1,0,2,0,0,10,5.189655172413793,28,60,18,9,0,196,0,0.0,0,6,0,0,0,0,1,0.07296650717703347,0.4028708133971291,0,8
421,1,0,1,2,0,11,4.621212121212121,8,21,6,8,0,90,0,0.0,0,2,0,0,1,0,1,-0.12215909090909091,0.6136363636363636,0,164
951,0,0,2,1,0,17,4.22543352601156,34,27,9,2,0,196,0,0.0,0,1,0,0,1,0,1,-0.026116071428571443,0.40625000000000006,0,21
1039,0,0,0,2,1,20,5.08641975308642,28,38,12,10,0,188,0,0.0,0,0,0,0,1,0,1,0.1313131313131313,0.3205555555555556,0,10
334,1,0,0,0,0,6,4.063492063492063,7,9,6,2,0,71,0,0.0,0,0,0,0,0,0,1,0.02662337662337663,0.8220779220779221,0,4
775,2,0,0,1,0,7,4.05,24,35,8,10,0,161,0,0.0,0,1,0,0,1,0,1,0.13999999999999999,0.37499999999999994,0,3
340,0,0,0,2,0,8,4.518518518518518,12,12,3,6,0,75,0,0.0,0,2,0,0,0,0,1,0.04545454545454545,0.48484848484848486,0,0
454,2,0,0,0,0,8,4.333333333333333,10,29,6,10,0,99,0,0.0,0,2,1,0,1,0,1,0.09722222222222221,0.40277777777777785,0,558
181,0,0,1,0,0,3,4.444444444444445,1,7,5,4,0,35,0,0.0,0,0,1,0,0,1,1,0.29,0.47000000000000003,0,1
742,1,0,0,1,0,9,4.608,23,23,9,6,0,141,0,0.0,0,5,1,0,1,0,1,0.14666666666666667,0.5133333333333333,0,99
1098,2,0,0,7,0,22,4.6502732240437155,28,40,12,3,0,214,0,0.0,0,4,0,0,1,0,1,0.1690909090909091,0.6264141414141414,0,0
662,1,0,4,8,0,11,4.157894736842105,13,28,9,10,0,141,0,0.0,0,7,0,0,1,0,1,0.45862165178571435,0.6833333333333333,0,45
916,1,0,0,0,0,14,4.677631578947368,33,25,18,8,0,174,0,0.0,0,4,0,0,1,0,1,0.26375,0.5037499999999999,0,0
105,0,0,0,0,0,2,6.0,2,5,3,0,0,15,0,0.0,0,0,0,0,0,0,0,-0.03333333333333333,0.16666666666666666,0,5
206,2,0,0,0,0,7,3.2162162162162162,9,11,1,8,0,60,0,0.0,0,1,0,0,1,0,1,-0.3,0.95,0,5879
598,1,0,1,0,0,8,4.626262626262626,16,20,8,7,0,116,0,0.0,0,0,0,0,1,1,1,0.04090909090909092,0.546969696969697,0,850
257,2,0,0,0,0,3,4.684210526315789,2,10,2,9,0,55,0,0.0,0,0,0,0,0,1,1,0.4166666666666667,0.6166666666666667,0,734
1077,1,0,0,0,0,10,5.08235294117647,30,42,19,9,0,190,0,0.0,0,4,1,0,1,0,1,0.0034176349965823515,0.43758259284575074,0,21
341,1,0,1,1,0,6,4.389830508474576,9,15,2,5,0,71,0,0.0,0,1,0,0,0,0,1,0.2380952380952381,0.8571428571428571,0,283
1022,0,0,0,0,0,14,5.161290322580645,16,40,15,16,0,178,0,0.0,0,1,0,0,0,1,1,0.39208603896103894,0.6352272727272728,0,6
337,1,0,0,0,0,8,4.254545454545455,9,19,3,7,0,78,0,0.0,0,4,0,0,1,0,1,0.36818181818181817,0.7272727272727273,0,6
720,1,0,0,0,0,2,4.125,29,37,11,3,0,144,0,0.0,0,5,1,0,0,0,1,0.07291666666666667,0.5395833333333334,0,11
267,2,0,0,0,0,4,5.195121951219512,4,13,4,4,0,47,0,0.0,0,1,0,0,1,0,1,0.2340909090909091,0.3886363636363636,0,149
772,2,0,0,1,0,13,3.9172413793103447,21,23,15,3,0,170,0,0.0,0,6,0,0,1,0,1,0.19587412587412587,0.5653846153846154,0,0
413,2,0,1,1,0,7,4.435483870967742,10,17,6,9,0,86,0,0.0,0,3,0,0,1,1,1,0.01904761904761905,0.37797619047619047,0,6
1210,3,0,2,0,0,14,4.521951219512195,40,50,19,4,0,238,0,0.0,0,4,0,0,1,0,1,0.2594444444444444,0.5677777777777778,0,404
1299,1,0,0,0,0,14,4.591111111111111,37,55,16,1,0,243,1,0.00411522633744856,0,7,0,0,1,0,0,0.2172222222222222,0.457037037037037,0,6
608,0,0,2,0,0,6,5.7011494252873565,13,26,5,4,0,99,2,0.020202020202020204,0,4,0,0,0,0,1,0.23931818181818182,0.6957575757575757,0,19
1097,1,0,0,0,0,13,3.971014492753623,31,49,11,10,0,234,0,0.0,0,7,0,0,1,0,1,0.13749999999999998,0.4125,0,1
640,1,0,0,0,0,18,4.419642857142857,11,31,7,2,0,129,0,0.0,0,0,0,0,0,0,0,-0.027857142857142858,0.3704761904761905,0,6
432,1,0,0,1,0,7,3.875,12,16,2,8,0,99,0,0.0,0,1,0,0,1,0,1,0.06666666666666667,0.08888888888888889,0,55
431,1,0,0,0,0,10,4.838709677419355,18,16,8,13,0,92,0,0.0,0,1,1,0,1,0,1,0.2458333333333333,0.5683333333333334,0,342
656,0,0,0,3,0,6,4.297520661157025,20,33,2,4,0,128,0,0.0,0,2,0,0,1,0,1,0.2777777777777778,0.6444444444444444,0,28
626,2,0,6,0,0,8,4.421568627450981,23,32,4,6,0,127,0,0.0,0,6,0,0,1,0,1,0.378125,0.41250000000000003,0,5
214,5,0,1,0,0,12,3.9642857142857144,6,7,2,2,0,57,0,0.0,1,1,0,0,1,0,1,0.0625,0.2,0,150
1144,1,0,2,4,1,16,5.325581395348837,22,65,15,5,0,197,0,0.0,1,4,0,0,1,0,1,0.08567708333333333,0.3015625,0,12
864,1,0,0,0,0,9,4.527397260273973,24,31,10,13,0,170,0,0.0,0,0,0,0,1,0,1,-0.09833333333333333,0.5778787878787879,0,105
893,0,0,3,1,0,11,4.671140939597316,26,32,12,5,0,169,0,0.0,0,0,2,0,1,0,1,0.31659982174688056,0.4718360071301248,0,44
1916,1,0,0,0,0,22,4.64375,58,63,29,11,0,366,0,0.0,0,18,0,0,1,0,1,0.08097041847041846,0.527648938363224,0,1
209,2,0,0,0,0,1,3.861111111111111,4,11,6,3,0,48,0,0.0,0,2,0,0,1,0,1,0.31875000000000003,0.46874999999999994,0,0
931,1,0,0,0,0,15,4.462025316455696,29,28,13,1,0,185,0,0.0,0,0,0,0,1,0,0,-0.08935574229691878,0.6196078431372549,0,96
1284,0,0,0,3,0,24,4.243362831858407,35,56,14,10,0,269,0,0.0,0,14,1,0,1,0,1,0.056060606060606054,0.4656986531986531,0,5
970,1,0,1,0,0,7,5.528169014084507,23,49,17,1,0,157,0,0.0,0,2,0,0,1,1,1,0.23214285714285718,0.6152597402597402,0,9
808,4,0,1,0,0,17,4.0647482014388485,16,37,14,7,0,182,0,0.0,0,4,0,0,1,1,1,0.1046875,0.40234375,0,1359
1007,2,0,1,0,0,15,3.9427083333333335,27,49,11,14,0,220,0,0.0,1,5,0,0,1,0,1,0.038034188034188024,0.40683760683760684,0,14
577,1,0,0,3,0,13,4.617021276595745,15,22,13,4,0,116,0,0.0,0,1,0,0,1,0,1,-0.08281249999999996,0.6319444444444444,0,0
902,0,0,1,0,0,4,4.351851851851852,33,44,13,7,0,176,0,0.0,0,1,0,0,1,0,1,0.14904513888888887,0.5510416666666667,0,138
603,0,0,0,0,0,8,4.514285714285714,19,31,5,6,0,117,0,0.0,0,6,0,0,1,0,1,0.275,0.5236111111111111,0,70
251,1,0,0,1,0,5,4.666666666666667,5,13,2,5,0,49,0,0.0,0,3,0,0,1,0,0,0.5,0.75,0,199
244,0,0,0,0,0,4,3.2264150943396226,8,10,3,1,0,60,0,0.0,0,2,0,0,0,0,1,0.23047619047619042,0.4071428571428572,0,2473
186,2,0,0,0,0,6,3.8484848484848486,8,8,2,3,0,45,0,0.0,0,0,0,0,1,0,1,0.0,0.0,0,634
550,1,0,0,0,1,12,3.6203703703703702,15,16,10,7,0,134,0,0.0,0,0,0,0,0,0,1,0.040624999999999994,0.47395833333333337,0,1
770,1,0,0,2,0,13,4.0,22,32,7,13,0,173,0,0.0,0,4,0,0,0,1,1,0.045000000000000026,0.54,0,156
500,0,0,1,0,0,6,5.311688311688312,18,23,2,2,0,83,0,0.0,0,3,0,0,1,0,0,0.27499999999999997,0.4208333333333334,0,246
1183,2,0,0,0,0,13,4.7384615384615385,43,35,24,8,0,223,0,0.0,0,4,0,0,1,1,1,0.2575333333333333,0.5051333333333333,0,0
227,0,0,0,0,0,5,3.5454545454545454,8,8,1,1,0,52,0,0.0,0,1,0,0,0,0,1,0.32857142857142857,0.37857142857142856,0,315
496,5,0,1,0,3,10,3.8,13,22,2,11,0,120,0,0.0,0,2,0,0,0,0,1,0.2796031746031746,0.5206349206349207,0,871
747,0,0,0,1,0,12,3.979020979020979,20,21,15,2,0,159,0,0.0,0,5,0,0,1,0,0,0.20356643356643359,0.5769230769230769,0,422
596,0,0,0,0,0,5,4.831460674157303,18,29,2,17,0,112,0,0.0,0,1,0,0,1,0,1,-0.04444444444444443,0.303968253968254,0,5282
244,0,0,0,0,0,4,3.2264150943396226,8,10,3,1,0,60,0,0.0,0,2,0,0,0,0,1,0.23047619047619042,0.4071428571428572,0,44
322,1,0,0,0,0,7,4.630434782608695,9,17,2,7,0,67,0,0.0,0,2,1,0,1,0,1,0.1111111111111111,0.35555555555555557,0,834
754,1,0,1,1,0,8,5.047169811320755,15,31,18,4,0,135,0,0.0,1,0,0,0,1,0,1,0.20833333333333331,0.5692708333333334,0,0
176,1,0,1,0,0,4,4.387096774193548,4,9,6,2,0,36,0,0.0,0,2,0,0,0,0,1,0.0443452380952381,0.6130952380952381,0,13458
1298,2,0,0,0,0,18,4.430493273542601,40,47,11,13,0,262,0,0.0,0,2,0,0,1,1,1,0.2839052287581699,0.42565359477124187,0,9
750,0,0,0,0,0,12,4.507936507936508,21,30,9,5,0,150,0,0.0,0,2,0,0,1,1,1,0.11250000000000002,0.60625,0,27
1789,1,0,1,1,0,23,3.919308357348703,52,86,18,12,0,384,0,0.0,0,20,0,0,1,0,1,0.18485449735449735,0.5341931216931217,0,12
607,1,0,0,4,0,13,4.947916666666667,14,34,4,4,0,113,0,0.0,0,4,0,0,1,0,1,-0.11000000000000001,0.44000000000000006,0,9
514,3,0,1,3,0,9,4.678571428571429,16,23,6,6,0,101,0,0.0,0,4,0,0,1,0,1,-0.08796296296296295,0.5222222222222223,0,23
1171,0,0,2,4,0,21,4.3076923076923075,33,53,19,1,0,241,0,0.0,0,6,0,0,1,0,0,0.12066624895572264,0.6102861319966584,0,8
788,2,0,0,0,0,9,4.5984251968503935,14,39,15,8,0,157,0,0.0,0,2,0,0,1,1,1,-0.03839285714285713,0.4107142857142857,0,100
984,2,0,1,1,0,19,5.120805369127517,25,51,10,10,0,182,0,0.0,0,7,1,0,0,0,1,0.18219696969696972,0.47518037518037515,0,269
589,0,0,2,6,0,12,4.56701030927835,9,25,7,4,0,118,0,0.0,0,0,0,0,0,1,1,0.1708333333333333,0.45,0,0
708,1,0,1,0,0,6,5.0265486725663715,14,36,8,4,0,125,0,0.0,0,0,0,0,1,0,1,0.1065376984126984,0.40164682539682545,0,26
1247,1,0,10,3,0,18,4.4485981308411215,38,43,14,9,0,247,0,0.0,0,15,0,0,1,0,1,0.17061011904761908,0.5697619047619048,0,8
1223,2,0,0,0,0,12,4.244239631336406,41,58,15,13,0,254,0,0.0,0,2,0,0,0,0,1,0.23675736961451255,0.4649244142101284,0,8
397,1,0,0,0,0,8,4.566666666666666,10,23,5,9,0,84,0,0.0,0,2,1,0,1,0,1,0.23055555555555554,0.48611111111111116,0,56
789,2,0,0,1,0,10,4.446969696969697,24,32,8,9,0,164,0,0.0,0,3,0,0,1,0,1,0.05371295371295371,0.369047619047619,0,19
244,0,0,0,0,0,4,3.2264150943396226,8,10,3,1,0,60,0,0.0,0,2,0,0,0,0,1,0.23047619047619042,0.4071428571428572,0,0
726,2,0,0,2,0,7,5.1,9,44,11,12,0,132,0,0.0,0,2,0,0,1,0,1,0.13846153846153847,0.4294871794871794,0,403
416,3,0,2,0,0,9,3.2705882352941176,9,20,6,7,0,108,0,0.0,0,8,0,0,0,0,1,0.3455357142857143,0.4542857142857143,0,15
1070,1,0,1,0,0,12,5.047904191616767,26,47,16,8,0,189,0,0.0,0,5,0,0,1,0,1,0.3451388888888889,0.5097222222222223,0,63
924,0,0,0,0,0,12,4.154761904761905,27,30,4,12,0,191,0,0.0,0,3,0,0,1,0,1,-0.09494047619047619,0.4703373015873015,0,80
1313,1,0,0,4,0,21,4.214285714285714,44,47,19,8,0,269,0,0.0,0,11,0,0,1,0,1,0.11713250517598346,0.5116977225672878,0,26
169,0,0,0,0,0,3,3.3684210526315788,8,9,1,2,0,40,0,0.0,0,0,0,0,0,0,1,0.2619047619047619,0.3452380952380952,0,0
244,0,0,0,0,0,4,3.2264150943396226,8,10,3,1,0,60,0,0.0,0,2,0,0,0,0,1,0.23047619047619042,0.4071428571428572,0,3
278,2,0,0,0,0,6,4.361702127659575,9,13,2,4,0,59,0,0.0,0,1,0,0,1,0,1,0.002777777777777777,0.3138888888888889,0,291
460,3,0,0,0,0,11,4.243589743589744,17,17,6,5,0,100,0,0.0,0,0,0,0,1,0,1,0.32,0.45999999999999996,0,53
652,1,0,0,0,0,13,4.67,13,29,8,15,0,136,0,0.0,0,1,0,0,1,1,1,0.09333333333333334,0.47333333333333333,0,5
1763,1,0,0,0,0,23,4.88421052631579,47,72,24,7,0,325,0,0.0,0,2,0,0,1,1,1,0.11560416666666666,0.40090625,0,12
157,1,0,0,0,0,4,3.357142857142857,5,8,2,1,0,43,0,0.0,0,2,0,0,0,0,1,0.0,0.0,0,1
315,2,0,0,1,0,5,4.510204081632653,5,10,7,8,0,69,0,0.0,0,1,0,0,0,0,1,0.18,0.22000000000000003,0,231
1178,1,0,0,4,0,18,4.945054945054945,24,46,12,16,0,222,0,0.0,0,10,0,0,1,0,1,0.07777777777777778,0.40555555555555556,0,4
1313,1,0,0,4,0,21,4.214285714285714,44,47,19,8,0,269,0,0.0,0,11,0,0,1,0,1,0.11713250517598346,0.5116977225672878,0,7
1032,1,0,1,3,0,19,4.248618784530387,35,39,2,7,0,218,0,0.0,0,3,0,0,1,0,1,0.1462121212121212,0.39671717171717175,0,61
436,0,0,0,0,0,6,4.661764705882353,11,16,8,6,0,82,0,0.0,1,4,0,0,1,0,1,0.13666666666666666,0.5695833333333333,0,221
968,1,0,0,0,0,12,4.488235294117647,33,35,14,2,0,186,0,0.0,0,4,1,0,1,0,0,0.320734126984127,0.5149801587301587,0,2
393,0,0,0,0,0,5,3.4430379746835444,9,20,5,6,0,99,0,0.0,0,5,0,0,1,0,1,0.21000000000000002,0.11857142857142858,0,992
640,2,0,0,0,0,9,4.043103448275862,20,23,10,6,0,139,0,0.0,0,1,0,0,1,0,1,0.04629629629629631,0.6277777777777778,0,6
584,1,0,0,1,0,4,5.021739130434782,18,26,6,7,0,105,0,0.0,0,3,0,0,1,1,1,0.05833333333333334,0.6645833333333333,0,14
414,1,0,0,0,0,3,4.857142857142857,11,15,2,7,0,71,0,0.0,0,1,0,0,1,0,1,0.10151515151515152,0.5681818181818182,0,23
657,3,0,0,0,0,1,5.782608695652174,16,39,10,9,0,104,0,0.0,0,1,0,0,0,1,1,0.16136363636363635,0.3857954545454545,0,185
94,1,0,0,0,0,1,4.176470588235294,2,5,4,1,0,19,0,0.0,0,0,0,0,1,0,1,0.3,0.4,0,6
456,1,0,0,5,0,7,4.473684210526316,16,16,3,6,0,95,0,0.0,0,2,0,0,0,0,1,0.1328125,0.475,0,12
297,1,0,1,0,0,3,4.73469387755102,9,20,3,2,0,57,0,0.0,0,2,0,0,1,0,1,0.22136363636363637,0.42181818181818187,0,0
1710,0,0,0,2,0,20,5.022222222222222,38,71,25,10,0,310,0,0.0,0,8,0,0,1,1,1,0.07042857142857142,0.5234285714285715,0,531
460,1,0,2,0,0,7,4.012195121951219,14,20,9,8,0,101,0,0.0,0,3,0,0,1,0,1,0.1388888888888889,0.25370370370370376,0,26
1104,5,0,1,1,0,11,5.030487804878049,34,51,12,12,0,206,0,0.0,0,6,0,0,1,0,1,0.37849650349650354,0.6465034965034964,0,133
210,0,0,0,1,0,3,4.735294117647059,5,8,5,1,0,41,0,0.0,0,0,0,0,1,0,1,-0.24393939393939393,0.5090909090909091,0,278
338,0,0,1,0,0,4,4.770833333333333,8,15,4,10,0,63,0,0.0,0,1,0,0,1,0,1,0.09015151515151515,0.3181818181818182,0,0
358,2,0,0,0,0,7,4.222222222222222,9,14,3,2,0,76,0,0.0,0,4,0,0,0,0,1,0.12666666666666665,0.49333333333333335,0,365
998,0,0,2,0,0,16,4.433526011560693,33,38,14,7,0,198,0,0.0,1,8,0,0,1,0,1,0.2288359788359788,0.49874338624338627,0,21
296,1,0,0,0,0,2,5.295454545454546,10,13,6,3,0,53,0,0.0,0,0,0,0,0,0,1,0.2023809523809524,0.6083333333333333,0,0
399,1,0,3,1,0,5,3.780821917808219,8,18,4,3,0,97,0,0.0,0,2,0,0,1,0,1,0.26080729166666666,0.19999999999999998,0,288
691,1,0,1,1,0,5,3.873015873015873,22,35,6,9,0,151,0,0.0,0,5,0,0,0,1,1,0.13166666666666665,0.5941666666666666,0,2
302,1,0,0,0,0,6,4.150943396226415,6,13,7,7,0,67,0,0.0,0,0,0,0,1,0,1,0.52,0.6,0,191
386,0,0,0,2,0,8,4.492063492063492,9,18,3,4,0,80,0,0.0,0,1,0,0,0,0,1,0.19999999999999998,0.26666666666666666,0,76
724,1,0,2,2,0,12,4.029850746268656,15,33,11,4,0,157,0,0.0,0,1,0,0,1,0,1,0.16249999999999998,0.35454545454545455,0,35
351,1,0,1,0,0,7,3.8870967741935485,11,16,1,9,0,77,0,0.0,0,2,0,0,1,0,1,-0.225,0.5333333333333333,0,17785
345,1,0,1,0,0,3,5.461538461538462,8,20,3,3,0,57,1,0.017543859649122806,0,0,0,0,0,0,1,0.2,0.365,0,68
735,0,0,1,0,0,6,4.845528455284553,17,35,9,1,0,131,0,0.0,0,1,0,0,0,0,0,0.15784523809523812,0.40197619047619043,0,8
453,0,0,0,3,0,4,3.764044943820225,19,17,3,6,0,100,0,0.0,0,5,0,0,1,0,1,-0.15595238095238098,0.5836309523809524,0,36
1175,1,0,0,3,0,23,4.688172043010753,28,62,12,18,0,235,0,0.0,0,6,0,0,1,1,1,0.2606060606060606,0.6909090909090909,0,88
634,1,0,0,0,0,8,4.351351351351352,15,22,6,6,0,127,0,0.0,1,6,0,0,1,0,1,0.509375,0.5104166666666667,0,2
780,2,0,2,1,0,13,4.406015037593985,16,40,8,10,0,158,0,0.0,0,6,0,0,0,0,1,0.35185185185185186,0.6645061728395062,0,12
374,1,0,3,0,0,11,4.15625,8,15,9,4,0,84,0,0.0,0,0,0,0,1,0,1,0.5291666666666667,0.6291666666666665,0,17
701,1,0,1,2,0,12,4.275862068965517,16,27,9,18,0,147,0,0.0,0,2,1,0,1,1,1,0.06853535353535352,0.39919191919191915,0,24
858,1,0,2,2,1,15,4.145695364238411,18,43,12,18,0,189,0,0.0,1,6,0,0,0,0,1,0.23422619047619045,0.4756613756613756,0,12
201,1,0,0,0,0,6,4.257142857142857,7,7,3,2,0,43,0,0.0,0,1,0,0,1,0,1,-0.13333333333333333,0.5499999999999999,0,57
520,2,0,0,2,1,8,4.595505617977528,16,19,6,4,0,99,0,0.0,0,1,0,0,0,0,0,-0.009467120181405895,0.5133786848072562,0,4
1156,2,0,0,0,0,11,4.966480446927374,32,55,17,7,0,208,1,0.004807692307692308,0,8,1,0,1,0,1,0.15916666666666668,0.5991666666666667,0,130
